cat_code,category1,category2,category3,category4,std_6,growth_rate_6,std_12,growth_rate_12,std_24,growth_rate_24,std_36,growth_rate_36,analyze_date,
50002340,디지털/가전,음향가전,이어폰/헤드폰액세서리,연장선/케이블,19.21363193925469,-1.7938696820512816,14.461463097491917,-0.056385328694612435,11.578452415058715,-0.043695344926917346,11.918560401018665,-0.11030620083450546,2023-07-13,
50002341,디지털/가전,음향가전,이어폰/헤드폰액세서리,정리기,12.693995254129867,-1.3944600273504264,12.055727065618662,-0.5375805878084172,11.229249953936643,-0.21163357404246222,13.45471868478186,-0.20934576150211007,2023-07-13,
50002338,디지털/가전,음향가전,이어폰/헤드폰액세서리,캡/솜/팁,25.82042496406341,-2.644023247863247,18.661033254689507,-0.32994929394689626,13.950918319165094,0.06855697311426459,13.52913451674191,0.14885612400625883,2023-07-13,
50002337,디지털/가전,음향가전,이어폰/헤드폰액세서리,케이스/파우치,34.01333746808144,-3.9005155076923077,26.49346559737127,-0.11358468325791854,19.926619880835236,0.1750088861090367,17.116810950240495,0.13875353096995466,2023-07-13,
50002325,디지털/가전,음향가전,카세트플레이어,CD카세트,32.48635529650307,-4.01224410940171,25.954421957369412,0.15334080167335454,20.00856267593047,0.18949199562573357,16.886624021489514,0.13256594351282577,2023-07-13,
50002323,디지털/가전,음향가전,카세트플레이어,워크맨,13.830605038950898,-0.7412515042735034,12.767599061619785,0.3127430389311024,11.829837731971269,-0.09235812055905243,13.346767589071709,-0.16927869369853504,2023-07-13,
50002324,디지털/가전,음향가전,카세트플레이어,일반카세트,14.6016041257262,-1.3430670598290595,13.520855981921232,0.20168886493639582,13.537110193472087,0.2368646941214127,12.61768908318484,0.0476075704509175,2023-07-13,
50003155,디지털/가전,음향가전,카세트플레이어,카세트플레이어액세서리,11.460154163161814,-0.8268105059829063,11.074354940999955,0.07737692990694149,13.349482128276248,-0.2851058647178064,18.714428413399574,-0.35272132405051293,2023-07-13,
50001967,디지털/가전,음향가전,턴테이블,,27.172632921250305,-3.1101175384615387,20.550842466856437,-0.09503602236830835,18.359870944338706,-0.07712870500373388,15.580824766187702,-0.01605286325488769,2023-07-13,
50001965,디지털/가전,음향가전,튜너,,15.705669819992325,-1.5117133196581185,15.013013527881034,-0.0934155681721161,14.115138274799515,-0.1169883554891705,13.100600032692645,0.022089056977130213,2023-07-13,
50001977,디지털/가전,음향가전,헤드폰,,31.173012510413884,-3.143795945299146,24.175732280458696,0.18145952232562132,18.43853008451372,0.2280723132935027,15.440063914282716,0.12193923900365097,2023-07-13,
50002145,디지털/가전,음향가전,홈시어터,단일형홈시어터,16.140785839831125,-1.3321265846153842,14.925213435706354,-0.13587213395372566,18.149367373701757,-0.4097030429424943,22.324308773555835,-0.2809352057814798,2023-07-13,
50002146,디지털/가전,음향가전,홈시어터,사운드바시스템,33.08394127647965,-4.080286868376067,25.52284625691808,-0.30490589814735736,21.115810757877405,0.2895038718126534,19.17855419152865,0.23279389818400217,2023-07-13,
50002147,디지털/가전,음향가전,홈시어터,조합형홈시어터,14.957916447220684,-1.8752102051282051,12.72389427298083,-0.22728474088619438,16.28232010729472,-0.4224751294142747,19.931618062274012,-0.37977233664712107,2023-07-13,
50001987,디지털/가전,이미용가전,고데기,,30.73929354635366,-3.306502482051282,22.67628226268979,-0.27300644839067695,17.14259594210942,0.11995846900672158,15.077524731380704,0.13398666762023675,2023-07-13,
50001864,디지털/가전,이미용가전,기타이미용가전,,20.21417613808497,1.4901510085470102,18.977927352839956,0.8210206138478621,16.701687896793693,-0.02601572180731873,16.526955567181627,0.04063528156659449,2023-07-13,
50001992,디지털/가전,이미용가전,눈썹정리기,,32.87248830503231,-3.7687702803418803,25.769384743668596,-0.5232142576624262,21.674786795108773,0.28980595262989445,19.871377701609443,0.2505402612887421,2023-07-13,
50001994,디지털/가전,이미용가전,두피케어기기,,28.831410541101796,-1.910627124786325,21.17237038356832,0.026860178007342424,15.176533565746508,-0.03321851947082034,12.95624685954493,0.03855320203568774,2023-07-13,
50001986,디지털/가전,이미용가전,드라이어,,31.78820043898872,-3.0082819247863246,23.754942565328314,0.005564701186715735,18.049907757954905,0.20059810850314738,15.394055034134794,0.13975780624614753,2023-07-13,
50001988,디지털/가전,이미용가전,매직기,,26.84054026848694,-2.373041213675214,21.199634779896787,0.23722228592162575,16.279742065549875,0.21117488648244964,13.395018268171892,0.08180736293088464,2023-07-13,
50002375,디지털/가전,이미용가전,면도기,남성용면도기,32.76707594749436,-3.6568895931623935,26.516217201082764,-0.6481079309314435,20.091347004839545,-0.13425835383548465,16.904060581330913,-0.09407646242354335,2023-07-13,
50002376,디지털/가전,이미용가전,면도기,여성용면도기,15.831888744637665,1.1879651247863259,18.361805570338575,-0.6233968756936734,20.421023488790038,-0.01031400160034145,20.253257442665703,-0.029545130265050575,2023-07-13,
50002379,디지털/가전,이미용가전,면도기소모품,기타면도기소모품,22.30967944282292,-2.6285524786324777,18.43142089108866,-0.23921908947323448,13.960582039748978,0.06875371444574864,12.057144733876054,0.06992968884639092,2023-07-13,
50002377,디지털/가전,이미용가전,면도기소모품,면도날/망,9.94172080270321,-0.9011824888888869,9.691303733928171,-0.11242003030820477,8.71601412338363,0.06008080929264911,8.547272109774271,0.025444422895164867,2023-07-13,
50002378,디지털/가전,이미용가전,면도기소모품,세정액,24.901401831545098,-1.814406235897436,18.629781510237336,0.07402317894647001,13.523153116646464,0.05566962797396782,11.16835958063193,0.03706120777291329,2023-07-13,
50001993,디지털/가전,이미용가전,손발톱정리기,,32.115456006894036,-3.261223986324786,24.119789446305468,-0.25693036754033965,20.984961339130503,0.3298496765176571,18.082139056662974,0.20027942175720315,2023-07-13,
50001989,디지털/가전,이미용가전,에어브러시,,22.505145643675704,-2.718598714529914,18.659520233385877,-0.5827503833347558,18.9196988646,0.15082302869945594,16.875844993932738,0.14425091809833887,2023-07-13,
50001850,디지털/가전,이미용가전,이미용가전액세서리,,25.735199103525357,-2.7852718495726494,20.48779262916953,0.0786161555536585,18.21667336553612,0.3436041243465273,16.828844685099405,0.24516278786489865,2023-07-13,
50001997,디지털/가전,이미용가전,이발기,,34.73839499346154,-3.821003244444444,26.40767106649014,-0.13751178519593593,21.255276322928783,0.28422979600981546,18.5885984397434,0.2054852563101579,2023-07-13,
50001996,디지털/가전,이미용가전,제모기,,19.521863290100193,-2.203708184615384,19.457180200240238,0.05566051481260133,18.77742217566019,0.29619187117251683,18.553250115688414,0.22478346474688252,2023-07-13,
50001991,디지털/가전,이미용가전,코털제거기,,26.235588769163414,-2.9231984170940173,20.513011769360368,-0.05580692136941848,15.318194464605611,0.1207789818094527,12.931977926252099,0.0890766454299758,2023-07-13,
50001995,디지털/가전,이미용가전,피부케어기기,,27.37312844862092,-2.475827705982905,20.52068639329755,-0.026302133526850333,16.77351606942899,0.24839698106262675,14.610830026284042,0.16337676324066325,2023-07-13,
50001990,디지털/가전,이미용가전,헤어롤/롤셋,,16.329249910167558,-1.9716065811965802,12.847235538880014,-0.2530257308119183,12.61244315978161,-0.18006963005441157,16.315490493181592,-0.27100041734760005,2023-07-13,
50007237,디지털/가전,자동차기기,내비게이션/액세서리,HUD,30.58333308717288,-3.332860492307692,23.307667491853806,-0.054877413130709346,18.74860507517236,0.2605158081724101,16.26834936190691,0.17766068832482496,2023-07-13,
50002733,디지털/가전,자동차기기,내비게이션/액세서리,내비게이션,27.54717588256302,-3.086033555555555,20.868171977463273,0.0342381883377445,15.961833827209663,0.17293070975141367,13.34998048354885,0.09142982837318844,2023-07-13,
50002734,디지털/가전,자동차기기,내비게이션/액세서리,내비게이션액세서리,23.576042024206654,-2.2754986085470086,18.097308781869778,0.06482393323657482,14.879080736567525,0.23434596564600454,12.882230270344941,0.14331533543013386,2023-07-13,
50002758,디지털/가전,자동차기기,방음/방진용품,방음/방진/흡음,14.650390883378897,-1.0578464304347845,12.08104824946047,0.06728426122448986,12.591522999726815,-0.14359224624118605,16.387659873217817,-0.2556770014868119,2023-07-13,
50002758,생활/건강,자동차용품,인테리어용품,방음/방진/흡음,14.650390883378897,-1.0578464304347845,12.08104824946047,0.06728426122448986,12.591522999726815,-0.14359224624118605,16.387659873217817,-0.2556770014868119,2023-07-13,
50002759,디지털/가전,자동차기기,방음/방진용품,방청용품,20.30496568220317,-2.1397313094017103,15.982638378294821,-0.04270292495517769,12.06384076470546,0.08901623087592059,10.888494329189951,0.08971197784134913,2023-07-13,
50002760,디지털/가전,자동차기기,방음/방진용품,실내원단,14.368665538273381,1.6011706043478244,17.501273560931303,0.04404671932773119,17.11311825240058,-0.3250971156510282,14.021965778217472,-0.20445747641226575,2023-07-13,
50002731,디지털/가전,자동차기기,블랙박스/액세서리,블랙박스,33.546377989410765,-3.78291385982906,24.50723300663602,-0.37064663237428497,20.818716648844543,0.30640932529606324,18.394891604112377,0.2188728173728881,2023-07-13,
50002732,디지털/가전,자동차기기,블랙박스/액세서리,블랙박스액세서리,10.27088519131738,-1.2409008239316226,8.254669197204185,-0.062106171774950675,7.069088857136394,0.03422082076176258,9.03213836616634,-0.08157608164878072,2023-07-13,
50002766,디지털/가전,자동차기기,자동차AV용품,기타자동차AV용품,6.806664346475393,-0.1845699829059817,7.433756339904293,0.123574842909588,10.424707270150911,-0.2509715700949532,13.646785767853478,-0.2632350982282565,2023-07-13,
50002761,디지털/가전,자동차기기,자동차AV용품,노이즈필터,17.366674580338596,-1.3603972102564104,14.393135959195527,-0.3878592089985484,12.475588372149524,0.03059863693587977,11.189715126976893,0.023881009214332043,2023-07-13,
50002762,디지털/가전,자동차기기,자동차AV용품,레벨미터,15.755236894549585,-0.6923077709401708,14.064342950449943,-0.3630177768291635,15.570188728019891,-0.16143261735836964,18.6986477858061,-0.2862705360117588,2023-07-13,
50002765,디지털/가전,자동차기기,자동차AV용품,리모컨,12.8666926174722,0.16504918290598392,15.725570406347193,-0.4855268492273539,15.885445603696837,-0.31185497034033904,14.375472241907417,-0.14164049322754524,2023-07-13,
50002763,디지털/가전,자동차기기,자동차AV용품,서랍장,12.995021803952541,-0.7259062598290584,11.858365503245036,-0.040756500042687466,13.473246321315074,0.11459376186919873,12.999291192550185,0.03697373950150931,2023-07-13,
50002764,디지털/가전,자동차기기,자동차AV용품,전원보강용품,10.87971861412959,-0.39090934700854585,10.791951375367258,-0.3510524737471177,18.515642907531277,-0.057325052437853324,18.74658706894067,0.18486265590871015,2023-07-13,
50002744,디지털/가전,자동차기기,자동차TV/모니터,거치형,18.89110985682868,-1.275472622222222,17.368760186850473,0.10453752625288171,13.203700921756598,-0.04825694814893827,12.281708007630995,-0.0940336431540516,2023-07-13,
50002747,디지털/가전,자동차기기,자동차TV/모니터,기타차량용TV/모니터,9.474102790549995,-1.072756283760682,8.637530125517873,-0.32305869930846043,7.992421518531596,-0.06509899141150091,10.418479196573324,-0.1586988058036069,2023-07-13,
50002743,디지털/가전,자동차기기,자동차TV/모니터,인대쉬형,14.406738729500576,-1.0275945880341881,12.394131787679983,-0.1187304465124216,29.746667911893752,-0.8495543037981433,27.58438636629074,-0.5682629569629057,2023-07-13,
50002745,디지털/가전,자동차기기,자동차TV/모니터,천장형,10.41761801158977,-1.0823877709401701,12.032388265606297,-0.4456459109536407,15.903715775455186,-0.45755970286994535,16.16976177913069,-0.2863150825180572,2023-07-13,
50002746,디지털/가전,자동차기기,자동차TV/모니터,헤드레스트형,10.84533180443782,-1.0829113470085472,11.27904000663449,-0.38278023990437915,25.734692095152123,-0.7604204683132398,24.44897466300456,-0.511616715193374,2023-07-13,
50002742,디지털/가전,자동차기기,전방/후방카메라,이동식카메라감지기,12.930174357905948,-0.9411437811965799,13.43509666443836,-0.1274061107316653,16.78155823334068,0.36107394505494506,17.01415347911583,0.006587557285328094,2023-07-13,
50002741,디지털/가전,자동차기기,전방/후방카메라,전방감지기,8.90525048168783,-0.055475941880339885,9.166604803933991,0.023242364466832727,12.407625548425289,0.057675673103595476,8.570326301811907,-0.0424680989868977,2023-07-13,
50002740,디지털/가전,자동차기기,전방/후방카메라,전방카메라,14.192835134877056,-1.1423612102564091,13.517605225093563,-0.5317753982754201,14.23523255311536,0.017753803211351903,19.275312570088676,-0.2821530526465523,2023-07-13,
50002739,디지털/가전,자동차기기,전방/후방카메라,후방감지기,10.313385355517477,-0.5974883213675197,8.853867879393022,0.11588002988132876,8.08417256692832,-0.08790188157473552,10.008726911855698,-0.15692410553018,2023-07-13,
50002738,디지털/가전,자동차기기,전방/후방카메라,후방카메라,13.607806295490624,-1.5768236478632474,11.128222569132936,-0.16431687612054907,8.636627185837849,0.03795645396351227,7.5324817814012865,-0.004586688245799971,2023-07-13,
50002748,디지털/가전,자동차기기,카오디오음향기기,스피커,7.8904275408284,-0.6615927931623924,8.366230050815748,0.2170092213779572,9.109227541615157,0.06767612552011121,8.486239615439862,-0.025290803448657393,2023-07-13,
50002750,디지털/가전,자동차기기,카오디오음향기기,앰프,9.506155927708544,-0.727626058119657,7.828943768452576,0.050259984205583724,11.0340412431024,0.20757946100501454,12.204494622781574,0.20631450688309014,2023-07-13,
50002749,디지털/가전,자동차기기,카오디오음향기기,우퍼,9.977240670365077,-0.720912369230768,10.860108608379818,-0.07932141850934826,9.770795870105108,0.05234522762189276,8.836553207001703,0.011908394588358118,2023-07-13,
50002751,디지털/가전,자동차기기,카오디오음향기기,음향기기기타,7.883378146292902,-0.30085932991452813,10.405704289744444,0.16029684538546954,8.560666169085914,0.10890679979729007,9.656241986748919,0.1499407992761296,2023-07-13,
50002752,디지털/가전,자동차기기,카팩,무선,18.772386552890097,-1.6829144820512816,17.764655981901242,-0.6693427179202596,21.510401345195326,-0.560419510935666,18.21364193931007,-0.13979415163344994,2023-07-13,
50002753,디지털/가전,자동차기기,카팩,유선,13.842112264798832,-1.5331842222222214,12.664618410514612,-0.49922269743020564,11.312203677654553,-0.23791578272698172,17.682687638007067,-0.33478828498048097,2023-07-13,
50002736,디지털/가전,자동차기기,하이패스/GPS,차량용GPS,26.238935331042004,-2.932590054700854,19.407045443044364,-0.3173419141125242,15.25904352550457,0.03876018937373316,13.918077650505118,0.11460781370612108,2023-07-13,
50002735,디지털/가전,자동차기기,하이패스/GPS,하이패스,25.03296104776871,-2.1096391111111115,18.50525936035726,-0.011072013147784492,13.835395384048896,0.11106228630107762,11.854856716325465,0.09823432814401542,2023-07-13,
50002737,디지털/가전,자동차기기,하이패스/GPS,하이패스액세서리,14.226416019449267,-1.3286376991452986,11.993555325863348,-0.29626572995816564,12.139527603076514,-0.23342813650912148,13.377253357717628,-0.22091416042104606,2023-07-13,
50001727,디지털/가전,자동차기기,핸즈프리,,32.96626184285706,-3.5834593367521363,24.75756969440012,-0.46774338256637876,18.636298091385548,0.0938679275045344,16.35091359378256,0.10781267696100896,2023-07-13,
50002756,디지털/가전,자동차기기,헤드유닛,CD/DVD체인저,26.108856861605844,-2.412393162393163,20.606584705138772,0.016674848458977307,18.18783622085162,-0.21988220980475826,17.7384396827377,-0.08745062848698458,2023-07-13,
50002754,디지털/가전,자동차기기,헤드유닛,CD/MP3플레이어,10.973139172272978,-1.0946682085470076,8.83336067572992,-0.13283931657133027,10.159203300828953,-0.22270309372666142,15.589338710914497,-0.3041808205655037,2023-07-13,
50002755,디지털/가전,자동차기기,헤드유닛,DVD플레이어,16.14178426104247,-0.6915460923076915,14.773655717031176,0.2104795611713484,16.65567641297288,-0.21500535900992168,18.447013220046507,-0.30549276403091485,2023-07-13,
50002757,디지털/가전,자동차기기,헤드유닛,헤드유닛패키지,10.585689900712925,-0.8694135931623924,16.063779638465356,-0.878795046102621,19.642321700814577,-0.535978203510082,18.755796783634217,-0.36635755851812046,2023-07-13,
50001616,디지털/가전,저장장치,HDD,,32.38280605817966,-3.7858583008547013,26.165913658084737,-0.04401964782720039,20.55188270258355,0.2650470935666276,17.633211060739537,0.175860577262885,2023-07-13,
50001602,디지털/가전,저장장치,NAS,,33.557304190312,-3.6416547418803416,26.13992342071036,-1.3520902919832665,21.60532372376014,-0.2035263090792701,19.72250211041604,0.07719038930947822,2023-07-13,
50003089,디지털/가전,저장장치,ODD,CD-ROM,17.080709881262663,-1.627960208547007,16.227258843163508,-0.6346836237513869,19.715324320241994,-0.5759614482022826,16.63758203913394,-0.3044011383730304,2023-07-13,
50003088,디지털/가전,저장장치,ODD,CD/DVD콤보,20.76608518173855,-2.050775548717948,16.944322944923343,-0.010130366259711275,12.812816270247314,0.07353607953696792,11.35342539000322,-0.028905276793475744,2023-07-13,
50003090,디지털/가전,저장장치,ODD,CD레코더,20.239826977701536,-0.8857809333333331,20.16620201002186,0.7161170148552891,17.77408412835035,0.1005466845727089,22.02135932043915,-0.09823065268448426,2023-07-13,
50003091,디지털/가전,저장장치,ODD,DVD-ROM,18.740113308709663,-0.4929717777777777,13.43364490232452,0.06175146888073084,9.548816220845792,0.009567877680571863,9.322015957061778,-0.08573167073382751,2023-07-13,
50003092,디지털/가전,저장장치,ODD,DVD레코더,32.70329076644428,-3.845481302564103,24.572097606856293,-0.12476869760095607,19.486841236517535,0.10730350266723582,16.6740743845463,0.11279361078535186,2023-07-13,
50001617,디지털/가전,저장장치,SSD,,31.462295092665233,-3.571438263247864,24.994161511928468,0.09757463630154556,19.268196958035933,0.19932809041928956,16.611829404860572,0.14807623416731208,2023-07-13,
50001615,디지털/가전,저장장치,USB메모리,,25.876856703796438,-2.6534323418803414,18.960544802716115,-0.15212603346708764,14.34552054252195,0.07553799930651886,12.34282898195791,0.03406391120734614,2023-07-13,
50003094,디지털/가전,저장장치,공미디어,CD미디어,14.197111708274482,-1.552004235897435,12.33460191630278,-0.4586888260906681,12.665257296544938,-0.22500780091752898,11.626442791565939,-0.18755963441387075,2023-07-13,
50003095,디지털/가전,저장장치,공미디어,DVD미디어,15.114463812089763,-1.7723667282051272,12.501672191960287,-0.2972470297959529,13.45607450204547,-0.2429676462178596,13.025854739352855,-0.20477566412732534,2023-07-13,
50003097,디지털/가전,저장장치,공미디어,기타공미디어,11.267285442634018,-0.8899481948717939,14.272701908446372,0.5170491543584055,12.373603807106178,0.1982477401045556,13.044952664310657,-0.12560113533846481,2023-07-13,
50003100,디지털/가전,저장장치,공미디어,기타공미디어액세서리,26.591890237262174,-2.5028121401709402,20.69296599251202,0.20016475582685922,15.007179004136955,0.09641266515523308,12.593165272266381,0.012935388756302204,2023-07-13,
50003098,디지털/가전,저장장치,공미디어,미디어보관함,16.97096614094178,-1.9541081709401693,13.0238662599851,-0.26371530094766465,13.929362931664961,-0.28154110668942683,15.837244891844174,-0.27520850593478874,2023-07-13,
50003099,디지털/가전,저장장치,공미디어,미디어전용라벨,23.799861545602017,-2.2687559487179487,22.317747270235465,0.1559283385981391,18.31657496680661,-0.026435266350154772,17.386286442991725,-0.11184692299789789,2023-07-13,
50003096,디지털/가전,저장장치,공미디어,블루레이미디어,16.3493281305696,-1.671692741880341,15.332221273057115,0.06949145735507613,11.611687098645278,-0.04276530753227354,11.056602597015527,-0.035030063552022414,2023-07-13,
50001618,디지털/가전,저장장치,기타저장장치,,22.300066314810376,0.47759049914530016,22.38621058313023,-0.48870084991035595,23.65504629512891,-0.6054592656566731,27.385520043326327,0.10528458021842545,2023-07-13,
50001600,디지털/가전,저장장치,외장HDD,,33.481112308936964,-3.9935232307692305,25.07834516813737,-0.38594305131050965,20.62302990692736,0.2573510341939615,18.784534592726946,0.22697904058731494,2023-07-13,
50001601,디지털/가전,저장장치,외장SSD,,34.955987430151694,-3.61339512136752,26.672990749817522,0.11629890933151218,21.53115153350844,0.3220783935772965,18.85016280112291,0.22096609177980436,2023-07-13,
50001619,디지털/가전,저장장치,저장장치액세서리,,18.14059433589661,-1.2160809880341872,20.367923825682198,-0.6547443767608638,22.00287385341379,-0.5791461133041713,19.365977465752884,-0.22482512542871141,2023-07-13,
50002572,디지털/가전,주방가전,가스레인지,빌트인가스레인지,25.37837252842142,-2.4294109846153846,19.204416438567822,0.06792427985998474,14.514939570283694,0.14960231377360506,12.097001182753242,0.08224443490698737,2023-07-13,
50002573,디지털/가전,주방가전,가스레인지,업소용가스레인지,27.539620289282382,-2.619804191452992,20.687546482263,0.08479624263638706,15.995106665680344,0.20544407254881047,13.581803511148644,0.1282334507752367,2023-07-13,
50002571,디지털/가전,주방가전,가스레인지,일반가스레인지,24.021543671785064,-2.649573705982906,18.889234005446113,-0.12756978058567373,13.954723750666659,-0.004821688946975185,13.50016306277878,-0.0981171570229648,2023-07-13,
50001855,디지털/가전,주방가전,가스레인지후드,,36.8820913218214,-3.891274116239317,28.54571043702413,0.07718962434901408,22.402058364487484,0.29997673589032325,19.023841013272744,0.1830129267120798,2023-07-13,
50001711,디지털/가전,주방가전,거품/반죽기,,28.793813284434012,-3.276092451282051,22.184173202939757,-0.04886531588832894,16.90797317709391,0.1637782727515204,14.746489393368169,0.04349874713533853,2023-07-13,
50001726,디지털/가전,주방가전,기타주방가전,,24.666741167100827,-2.746838536752137,19.820812618885352,-0.022269538973789568,16.10971821168344,0.2067165769764217,14.79740682038278,0.14976113113432687,2023-07-13,
50007234,디지털/가전,주방가전,기타주방가전부속품,,9.165697735337186,-0.8131270529914527,9.624846112157579,0.27640991078289157,19.408216015104497,0.5905152246879335,19.576653665958748,0.37362503775821465,2023-07-13,
50002562,디지털/가전,주방가전,김치냉장고,뚜껑형,10.603672768524584,0.32334176752136856,18.61911644359568,-0.4746964774182532,19.982748640950405,-0.19407626106902792,17.374536641437174,-0.1268173027137236,2023-07-13,
50002563,디지털/가전,주방가전,김치냉장고,서랍형,11.375383619314011,0.714729705982908,15.39640881030339,-0.2970658669854005,15.087948845537142,-0.3058611224794622,15.518487536740208,-0.24110565010826462,2023-07-13,
50002561,디지털/가전,주방가전,김치냉장고,스탠드형,12.261453765632087,-1.0056530153846144,16.13617470409989,-0.48911428327499334,16.32839182037306,-0.22217623274298506,15.392087069402816,-0.14192793515196556,2023-07-13,
50002565,디지털/가전,주방가전,김치냉장고,업소용,19.447411566911516,-1.663596321367521,22.13336972904335,-0.3925811990950225,19.406218193793837,-0.011568815053877959,18.664078092870533,0.024563855873938976,2023-07-13,
50001854,디지털/가전,주방가전,냉동고,,15.031161342442502,-0.8432423179487178,15.906228694656326,-0.5288463706992227,13.33207462361781,-0.19520735607596248,11.822593243992245,-0.007170718069889934,2023-07-13,
50002558,디지털/가전,주방가전,냉장고,양문형냉장고,13.035000950054648,-1.089031914529914,14.068274479371727,-0.5474076748057706,13.070817895341012,-0.278059415395284,13.447475926232448,-0.15617337845142354,2023-07-13,
50002560,디지털/가전,주방가전,냉장고,업소용냉장고,28.16982761333631,-3.0208805299145296,21.646374681138727,-0.2657989550072567,18.579650262740397,0.2670646760375547,16.577640220125417,0.1992578743658233,2023-07-13,
50002559,디지털/가전,주방가전,냉장고,일반형냉장고,21.916797411162648,-2.1672896307692295,17.472713140411035,-0.04128580081960184,13.637911063362017,0.00928829376933768,11.819415055955519,0.019692531080589937,2023-07-13,
50001719,디지털/가전,주방가전,두부두유제조기,,17.144488434257127,0.6264560786324791,14.541850475056604,0.5512189532997527,11.045500487934692,0.18001658700522782,9.463008309977587,0.10543400617976643,2023-07-13,
50001861,디지털/가전,주방가전,믹서기,,26.385714299207734,-2.4724490017094016,20.51338471597443,-0.5029631149150514,16.405637543685398,0.13097026981756113,14.471590019410943,0.08926000311359081,2023-07-13,
50001863,디지털/가전,주방가전,분쇄기,,23.757359416172388,-2.377303948717949,17.31465858737973,-0.27080666951250754,12.888309838117243,0.061842650165368655,10.939778743874779,0.059226331273411176,2023-07-13,
50001862,디지털/가전,주방가전,빙수기,,26.738068932583776,3.1580077538461553,22.553891244079065,0.33052162725177203,23.83190282750331,0.1300039455883922,22.39249019632982,0.09665606715556888,2023-07-13,
50001723,디지털/가전,주방가전,샌드위치제조기,,21.32278279964702,-1.7126419042735042,16.25112838911794,-0.28159643942627843,15.1506412329119,0.04235618531953508,20.060066806793678,-0.3058708360860426,2023-07-13,
50001713,디지털/가전,주방가전,생선그릴,,21.98366195766506,-2.6104373675213677,18.155324873756207,-0.6734397613762486,16.618154395096163,-0.19254602037768037,16.360414705398036,-0.2177164530985759,2023-07-13,
50002582,디지털/가전,주방가전,식기세척/건조기,과일야채세척기,20.38116382197258,-1.7476663589743586,14.744559111026309,-0.05391151071459042,11.246041159800455,0.09458563645577725,10.08767907336415,0.08610899917813844,2023-07-13,
50002581,디지털/가전,주방가전,식기세척/건조기,식기건조기,30.48161288990681,-3.3278755418803425,23.30429653343583,-0.1130261943993853,18.77738566859944,0.2371479681532061,15.922773580630427,0.13546247595264815,2023-07-13,
50002580,디지털/가전,주방가전,식기세척/건조기,식기세척기,19.897171830385254,-2.360213781196581,15.56607921969944,-0.3549567425083239,12.738229395434834,-0.16933782897684796,12.178168203268719,-0.1102863271166885,2023-07-13,
50006968,디지털/가전,주방가전,식기세척/건조기,업소용식기건조기,13.274103626534432,-0.49654491623931496,11.345244078694742,0.20321905318876504,9.460516581241118,0.043844350154699716,10.284957533267418,-0.06780756329123946,2023-07-13,
50006960,디지털/가전,주방가전,식기세척/건조기,업소용식기세척기,24.864030654280068,-2.875107046153846,20.52590244274057,-0.04774804917612886,17.165968557532278,0.22421009735410233,16.667238154400383,0.23186112206224024,2023-07-13,
50001718,디지털/가전,주방가전,식품건조기,,25.834602698016766,-2.569418229059829,23.622659851098806,-0.8929173674549644,20.229899415230296,0.11347518030513189,17.556822293564927,0.11711216615827155,2023-07-13,
50001721,디지털/가전,주방가전,아이스크림제조기,,13.25378201779786,1.2686428273504284,15.422689705500483,0.2280030077691459,14.050876872793594,0.15354977349834645,13.201308917317247,0.09024797406394712,2023-07-13,
50006970,디지털/가전,주방가전,업소용거품/반죽기,,9.997940823895075,-0.4657394598290586,11.27717941265755,-0.1779154345598907,10.361565179940134,0.08506842179665004,13.325129627225184,0.2111871727805787,2023-07-13,
50006966,디지털/가전,주방가전,업소용믹서기,,17.421665851447415,-0.15249492991452934,14.290832219016105,0.3437671843251091,10.677944704692415,0.1337077173797077,9.056521304493085,0.08073938668584343,2023-07-13,
50006967,디지털/가전,주방가전,업소용빙수기,,19.153852429873115,-0.4228447179487171,17.787611228588055,0.2250917851959365,16.310143280072083,0.2309406954550304,14.644415166494626,0.1600100285912978,2023-07-13,
50006965,디지털/가전,주방가전,업소용음식물처리기,,18.882251979373688,-1.1507373333333337,13.679315920380763,-0.19272473405617688,10.487024187970617,0.07492452320495041,9.097504331856628,0.07358357530306142,2023-07-13,
50006969,디지털/가전,주방가전,업소용진공포장기,,29.574816383775026,-3.3723025333333334,22.310283683696298,-0.4608807009305901,17.11950232378096,0.1404816868665316,14.845407898554804,0.13180354086390292,2023-07-13,
50006961,디지털/가전,주방가전,업소용튀김기,,17.907033202943495,-1.2641655931623923,13.727445646698124,0.09568506744642732,11.209636420361143,0.17580318798677058,9.595281159492691,0.0940276404513915,2023-07-13,
50007072,디지털/가전,주방가전,에어프라이어,,36.15856644125136,-3.93107942905983,26.683943068604034,-0.39216338213950297,21.51788463454059,0.26433247716846264,18.86160817166836,0.20090903986028355,2023-07-13,
50006202,디지털/가전,주방가전,오븐,복합형오븐,22.548251577046134,-2.4913749094017104,18.61994805835563,0.15128265730385082,18.006382282896116,0.0303988466872935,15.426279531600521,0.06876188895386515,2023-07-13,
50002578,디지털/가전,주방가전,오븐,오븐레인지,15.979517837364595,-1.7111515076923067,15.266837105083198,-0.5101040412362332,14.943450604092371,-0.3261468019310786,17.855096534281337,-0.31630317633671057,2023-07-13,
50002579,디지털/가전,주방가전,오븐,오븐조리기,19.399382525408797,-1.464513832478632,14.700999104544579,-0.12097190002561244,16.680693015032436,-0.2656279556705429,19.719037805980392,-0.30829788963348137,2023-07-13,
